image_path,image_rel_path,dataset_name,modality,view,species,genus,family,specimen_id,source_id,phase,raw_species_name,normalized_species_name,protocol_group,overlap_type,protocol_usage,matched_species_name,taxonomy_match_status,taxonomy_suggestions
data/images/micro/Afzelia_africana/Tw26414_Tv_2_5x_1.jpg,Afzelia_africana/Tw26414_Tv_2_5x_1.jpg,micro_congo,micro,transversal_semi_thin_section,Afzelia africana,Afzelia,,Tw26414,micro_congo:Afzelia_africana/Tw26414_Tv_2_5x_1,,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/micro/Afzelia_africana/Tw26414_Tv_2_5x_2.jpg,Afzelia_africana/Tw26414_Tv_2_5x_2.jpg,micro_congo,micro,transversal_semi_thin_section,Afzelia africana,Afzelia,,Tw26414,micro_congo:Afzelia_africana/Tw26414_Tv_2_5x_2,,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/micro/Afzelia_africana/Tw26414_Tv_2_5x_3.jpg,Afzelia_africana/Tw26414_Tv_2_5x_3.jpg,micro_congo,micro,transversal_semi_thin_section,Afzelia africana,Afzelia,,Tw26414,micro_congo:Afzelia_africana/Tw26414_Tv_2_5x_3,,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/micro/Afzelia_africana/Tw5023_Tv_2_5x_1.jpg,Afzelia_africana/Tw5023_Tv_2_5x_1.jpg,micro_congo,micro,transversal_semi_thin_section,Afzelia africana,Afzelia,,Tw5023,micro_congo:Afzelia_africana/Tw5023_Tv_2_5x_1,,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/micro/Afzelia_africana/Tw5023_Tv_2_5x_2.jpg,Afzelia_africana/Tw5023_Tv_2_5x_2.jpg,micro_congo,micro,transversal_semi_thin_section,Afzelia africana,Afzelia,,Tw5023,micro_congo:Afzelia_africana/Tw5023_Tv_2_5x_2,,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/micro/Afzelia_africana/Tw5023_Tv_2_5x_3.jpg,Afzelia_africana/Tw5023_Tv_2_5x_3.jpg,micro_congo,micro,transversal_semi_thin_section,Afzelia africana,Afzelia,,Tw5023,micro_congo:Afzelia_africana/Tw5023_Tv_2_5x_3,,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/micro/Afzelia_africana/Tw5024_Tv_2_5x_1.jpg,Afzelia_africana/Tw5024_Tv_2_5x_1.jpg,micro_congo,micro,transversal_semi_thin_section,Afzelia africana,Afzelia,,Tw5024,micro_congo:Afzelia_africana/Tw5024_Tv_2_5x_1,,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/micro/Afzelia_africana/Tw5024_Tv_2_5x_2.jpg,Afzelia_africana/Tw5024_Tv_2_5x_2.jpg,micro_congo,micro,transversal_semi_thin_section,Afzelia africana,Afzelia,,Tw5024,micro_congo:Afzelia_africana/Tw5024_Tv_2_5x_2,,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/micro/Afzelia_africana/Tw5024_Tv_2_5x_3.jpg,Afzelia_africana/Tw5024_Tv_2_5x_3.jpg,micro_congo,micro,transversal_semi_thin_section,Afzelia africana,Afzelia,,Tw5024,micro_congo:Afzelia_africana/Tw5024_Tv_2_5x_3,,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
data/images/micro/Afzelia_africana/Tw52900_Tv_2_5x_1.jpg,Afzelia_africana/Tw52900_Tv_2_5x_1.jpg,micro_congo,micro,transversal_semi_thin_section,Afzelia africana,Afzelia,,Tw52900,micro_congo:Afzelia_africana/Tw52900_Tv_2_5x_1,,Afzelia africana,Afzelia africana,A,exact_species_overlap,"P1,P2,P3",Afzelia africana,exact_species_match,
