image_path,image_rel_path,dataset_name,modality,view,species,genus,family,specimen_id,source_id,phase,raw_species_name,normalized_species_name,protocol_group,overlap_type,protocol_usage,matched_species_name,taxonomy_match_status,taxonomy_suggestions
data/images/micro/Antiaris_toxicaria/Tw52852_A_toxicaria_Tr1_2_5x.jpg,Antiaris_toxicaria/Tw52852_A_toxicaria_Tr1_2_5x.jpg,micro_congo,micro,transversal_semi_thin_section,Antiaris toxicaria,Antiaris,,Tw52852,micro_congo:Antiaris_toxicaria/Tw52852_A_toxicaria_Tr1_2_5x,,Antiaris toxicaria,Antiaris toxicaria,,,,,unmatched,
data/images/micro/Antiaris_toxicaria/Tw52852_A_toxicaria_Tr2_2_5x.jpg,Antiaris_toxicaria/Tw52852_A_toxicaria_Tr2_2_5x.jpg,micro_congo,micro,transversal_semi_thin_section,Antiaris toxicaria,Antiaris,,Tw52852,micro_congo:Antiaris_toxicaria/Tw52852_A_toxicaria_Tr2_2_5x,,Antiaris toxicaria,Antiaris toxicaria,,,,,unmatched,
data/images/micro/Antiaris_toxicaria/Tw52852_A_toxicaria_Tr3_2_5x.jpg,Antiaris_toxicaria/Tw52852_A_toxicaria_Tr3_2_5x.jpg,micro_congo,micro,transversal_semi_thin_section,Antiaris toxicaria,Antiaris,,Tw52852,micro_congo:Antiaris_toxicaria/Tw52852_A_toxicaria_Tr3_2_5x,,Antiaris toxicaria,Antiaris toxicaria,,,,,unmatched,
data/images/micro/Antiaris_toxicaria/Tw53044_A_toxicaria_Tr1_2_5x.jpg,Antiaris_toxicaria/Tw53044_A_toxicaria_Tr1_2_5x.jpg,micro_congo,micro,transversal_semi_thin_section,Antiaris toxicaria,Antiaris,,Tw53044,micro_congo:Antiaris_toxicaria/Tw53044_A_toxicaria_Tr1_2_5x,,Antiaris toxicaria,Antiaris toxicaria,,,,,unmatched,
data/images/micro/Antiaris_toxicaria/Tw53044_A_toxicaria_Tr2_2_5x.jpg,Antiaris_toxicaria/Tw53044_A_toxicaria_Tr2_2_5x.jpg,micro_congo,micro,transversal_semi_thin_section,Antiaris toxicaria,Antiaris,,Tw53044,micro_congo:Antiaris_toxicaria/Tw53044_A_toxicaria_Tr2_2_5x,,Antiaris toxicaria,Antiaris toxicaria,,,,,unmatched,
data/images/micro/Antiaris_toxicaria/Tw53044_A_toxicaria_Tr3_2_5x.jpg,Antiaris_toxicaria/Tw53044_A_toxicaria_Tr3_2_5x.jpg,micro_congo,micro,transversal_semi_thin_section,Antiaris toxicaria,Antiaris,,Tw53044,micro_congo:Antiaris_toxicaria/Tw53044_A_toxicaria_Tr3_2_5x,,Antiaris toxicaria,Antiaris toxicaria,,,,,unmatched,
data/images/micro/Antiaris_toxicaria/Tw7488_a_toxicaria_Tr2_2_5x.jpg,Antiaris_toxicaria/Tw7488_a_toxicaria_Tr2_2_5x.jpg,micro_congo,micro,transversal_semi_thin_section,Antiaris toxicaria,Antiaris,,Tw7488,micro_congo:Antiaris_toxicaria/Tw7488_a_toxicaria_Tr2_2_5x,,Antiaris toxicaria,Antiaris toxicaria,,,,,unmatched,
data/images/micro/Antiaris_toxicaria/Tw7488_a_toxicaria_Tr3_2_5x.jpg,Antiaris_toxicaria/Tw7488_a_toxicaria_Tr3_2_5x.jpg,micro_congo,micro,transversal_semi_thin_section,Antiaris toxicaria,Antiaris,,Tw7488,micro_congo:Antiaris_toxicaria/Tw7488_a_toxicaria_Tr3_2_5x,,Antiaris toxicaria,Antiaris toxicaria,,,,,unmatched,
data/images/micro/Antiaris_toxicaria/Tw7488_a_toxicaria_Tr_2_5x.jpg,Antiaris_toxicaria/Tw7488_a_toxicaria_Tr_2_5x.jpg,micro_congo,micro,transversal_semi_thin_section,Antiaris toxicaria,Antiaris,,Tw7488,micro_congo:Antiaris_toxicaria/Tw7488_a_toxicaria_Tr_2_5x,,Antiaris toxicaria,Antiaris toxicaria,,,,,unmatched,
data/images/micro/Antiaris_toxicaria/Tw7568_a_toxicaria_Tr2_2_5x.jpg,Antiaris_toxicaria/Tw7568_a_toxicaria_Tr2_2_5x.jpg,micro_congo,micro,transversal_semi_thin_section,Antiaris toxicaria,Antiaris,,Tw7568,micro_congo:Antiaris_toxicaria/Tw7568_a_toxicaria_Tr2_2_5x,,Antiaris toxicaria,Antiaris toxicaria,,,,,unmatched,
